Name,StudyHours,Attendance,Result,ResultNumeric
Harsh Chauhan 5054,4.0,85.5,Fail,0
Arjun Malik 5055,0.6,72.2,Fail,0
Nakul Gupta 5056,3.4,49.9,Fail,0
Manav Mehta 5057,0.3,46.5,Fail,0
Ansh Singh 5058,4.1,54.5,Fail,0
Manav Shah 5059,0.6,84.2,Fail,0
Palav Yadav 5060,1.6,93.6,Fail,0
Dharaj Verma 5061,5.2,98.4,Pass,1
Nakul Kapoor 5062,0.3,88.8,Fail,0
Ansh Patel 5063,4.0,37.2,Fail,0
Dharaj Sharma 5064,6.1,78.2,Pass,1
Palav Patel 5065,6.9,79.2,Pass,1
Vivek Agarwal 5066,5.8,34.6,Fail,0
Sumit Yadav 5067,7.3,52.5,Fail,0
Sahil Mehta 5068,7.8,45.0,Fail,0
Amit Sharma 5069,8.9,63.0,Fail,0
Neel Yadav 5070,2.7,87.7,Fail,0
Hash Malik 5071,9.9,95.3,Pass,1
Parth Chauhan 5072,9.6,83.1,Pass,1
Raj Singh 5073,9.5,78.5,Pass,1
Dharaj Gupta 5074,1.2,99.0,Fail,0
Sumit Verma 5075,8.8,83.4,Pass,1
Raj Malik 5076,6.5,83.7,Pass,1
Sahil Rana 5077,4.2,55.2,Fail,0
Om Desai 5078,6.4,73.7,Pass,1
Kunal Joshi 5079,7.8,33.1,Fail,0
Om Verma 5080,7.4,59.5,Fail,0
Dev Gupta 5081,0.5,57.1,Fail,0
Vivek Patel 5082,1.1,54.0,Fail,0
Miraj Yadav 5083,0.1,41.4,Fail,0
Utsav Patel 5084,1.4,42.4,Fail,0
Vivek Kapoor 5085,3.1,50.3,Fail,0
Smit Sharma 5086,3.2,61.9,Fail,0
Om Joshi 5087,1.2,47.9,Fail,0
Tushar Desai 5088,2.6,41.4,Fail,0
Parth Verma 5089,3.9,68.4,Fail,0
Jay Singh 5090,1.3,42.0,Fail,0
Vivek Yadav 5091,7.5,91.0,Pass,1
Vivek Rana 5092,8.4,39.6,Fail,0
Amit Rana 5093,8.7,76.0,Pass,1
Smit Kapoor 5094,7.0,95.2,Pass,1
Jay Gupta 5095,5.3,51.2,Fail,0
Hash Kapoor 5096,8.3,98.0,Pass,1
Ravi Kapoor 5097,7.1,43.8,Fail,0
Miraj Sharma 5098,1.2,49.3,Fail,0
Rohan Joshi 5099,9.0,88.4,Pass,1
Sumit Verma 5100,5.4,66.9,Fail,0
Kunal Rana 5101,8.8,98.6,Pass,1
Nakul Rana 5102,9.2,59.4,Fail,0
Yash Desai 5103,9.3,45.4,Fail,0
Ravi Desai 5104,9.1,76.3,Pass,1
Parth Sharma 5105,6.1,76.5,Pass,1
Miraj Sharma 5106,7.6,62.2,Fail,0
Nakul Yadav 5107,5.6,69.4,Fail,0
Palav Sharma 5108,4.1,80.3,Fail,0
Tushar Agarwal 5109,8.3,81.9,Pass,1
Jay Yadav 5110,1.7,96.2,Fail,0
Ravi Mehta 5111,9.0,96.3,Pass,1
Palav Shah 5112,6.6,43.7,Fail,0
Bhavesh Patel 5113,6.9,38.3,Fail,0
Rohan Kapoor 5114,8.5,64.2,Fail,0
Manav Desai 5115,8.5,85.9,Pass,1
Om Desai 5116,5.1,56.8,Fail,0
Chirag Gupta 5117,6.5,57.3,Fail,0
Palav Sharma 5118,1.5,51.4,Fail,0
Hash Chauhan 5119,0.6,97.1,Fail,0
Parth Agarwal 5120,7.7,70.2,Pass,1
Om Gupta 5121,9.6,68.2,Fail,0
Ansh Desai 5122,3.4,93.6,Fail,0
Raj Verma 5123,8.7,92.3,Pass,1
Hash Singh 5124,2.5,95.1,Fail,0
Varun Patel 5125,8.7,57.1,Fail,0
Parth Yadav 5126,2.0,78.4,Fail,0
Ravi Chauhan 5127,0.2,39.2,Fail,0
Palav Shah 5128,0.6,46.7,Fail,0
Parth Verma 5129,0.5,97.7,Fail,0
Jay Agarwal 5130,7.6,95.4,Pass,1
Hash Mehta 5131,8.5,92.0,Pass,1
Rahul Agarwal 5132,2.4,78.1,Fail,0
Utsav Rana 5133,2.7,35.7,Fail,0
Tushar Sharma 5134,9.0,76.0,Pass,1
Rohan Joshi 5135,4.3,45.0,Fail,0
Ansh Malik 5136,7.1,49.3,Fail,0
Rohan Patel 5137,6.9,38.1,Fail,0
Bhavesh Malik 5138,1.7,44.1,Fail,0
Sahil Shah 5139,8.0,65.4,Fail,0
Yash Yadav 5140,7.4,93.6,Pass,1
Palav Yadav 5141,8.4,43.9,Fail,0
Chirag Agarwal 5142,9.7,95.2,Pass,1
Jay Singh 5143,10.0,54.0,Fail,0
Dharaj Joshi 5144,6.5,30.0,Fail,0
Yash Agarwal 5145,5.9,94.9,Pass,1
Rohan Desai 5146,9.1,38.8,Fail,0
Manav Joshi 5147,6.6,32.3,Fail,0
Neel Joshi 5148,9.3,36.9,Fail,0
Dharaj Desai 5149,0.7,32.2,Fail,0
Om Joshi 5150,3.5,38.5,Fail,0
Neel Joshi 5151,8.0,32.5,Fail,0
Varun Joshi 5152,5.0,42.3,Fail,0
Raj Sharma 5153,6.3,74.8,Pass,1
Bhavesh Gupta 5154,4.3,97.8,Fail,0
Ravi Desai 5155,0.6,88.9,Fail,0
Palav Chauhan 5156,5.6,56.3,Fail,0
Tushar Verma 5157,9.8,86.8,Pass,1
Miraj Chauhan 5158,9.3,50.1,Fail,0
Vivek Desai 5159,2.9,42.2,Fail,0
Neel Desai 5160,3.6,80.7,Fail,0
Arjun Mehta 5161,6.7,96.1,Pass,1
Yash Gupta 5162,6.3,69.8,Fail,0
Miraj Gupta 5163,9.1,76.4,Pass,1
Amit Chauhan 5164,7.9,55.7,Fail,0
Manav Chauhan 5165,5.1,32.2,Fail,0
Jay Kapoor 5166,3.0,77.2,Fail,0
Ravi Kapoor 5167,10.0,40.9,Fail,0
Miraj Desai 5168,6.6,69.2,Fail,0
Tushar Patel 5169,1.1,38.2,Fail,0
Utsav Sharma 5170,3.5,48.8,Fail,0
Om Shah 5171,1.8,79.3,Fail,0
Neel Singh 5172,7.2,35.2,Fail,0
Sahil Singh 5173,9.2,34.8,Fail,0
Arjun Mehta 5174,2.0,35.0,Fail,0
Tushar Sharma 5175,1.7,51.5,Fail,0
Sahil Agarwal 5176,7.6,56.6,Fail,0
Arjun Rana 5177,4.3,86.6,Fail,0
Jay Gupta 5178,5.9,97.0,Pass,1
Amit Sharma 5179,6.5,96.4,Pass,1
Sumit Chauhan 5180,4.6,47.7,Fail,0
Om Gupta 5181,4.6,47.9,Fail,0
Rahul Shah 5182,1.9,81.9,Fail,0
Manav Chauhan 5183,1.2,84.6,Fail,0
Sahil Malik 5184,1.0,41.8,Fail,0
Manav Mehta 5185,3.6,51.2,Fail,0
Dev Chauhan 5186,10.0,81.3,Pass,1
Bhavesh Rana 5187,2.8,30.8,Fail,0
Bhavesh Shah 5188,3.6,48.1,Fail,0
Jay Sharma 5189,2.0,99.7,Fail,0
Bhavesh Agarwal 5190,7.9,60.1,Fail,0
Tushar Singh 5191,3.4,85.2,Fail,0
Jay Chauhan 5192,7.4,52.8,Fail,0
Harsh Yadav 5193,3.8,77.8,Fail,0
Jay Yadav 5194,2.6,77.8,Fail,0
Yash Agarwal 5195,7.0,64.0,Fail,0
Sumit Agarwal 5196,3.9,83.1,Fail,0
Neel Patel 5197,3.1,40.7,Fail,0
Amit Joshi 5198,0.1,98.0,Fail,0
Palav Joshi 5199,8.0,65.7,Fail,0
Sahil Shah 5200,7.3,70.5,Pass,1
Parth Desai 5201,4.0,62.0,Fail,0
Jay Chauhan 5202,4.5,75.1,Fail,0
Manav Malik 5203,3.9,71.4,Fail,0
Raj Singh 5204,7.1,39.7,Fail,0
Sumit Desai 5205,3.6,72.5,Fail,0
Rohan Patel 5206,0.2,39.4,Fail,0
Sahil Chauhan 5207,0.5,63.3,Fail,0
Varun Malik 5208,6.1,50.3,Fail,0
Dharaj Mehta 5209,2.5,57.5,Fail,0
Yash Gupta 5210,7.8,72.6,Pass,1
Raj Verma 5211,6.1,98.8,Pass,1
Manav Patel 5212,5.0,66.3,Fail,0
Tushar Desai 5213,6.2,96.8,Pass,1
Arjun Chauhan 5214,6.2,35.4,Fail,0
Dev Agarwal 5215,7.2,67.9,Fail,0
Rahul Chauhan 5216,7.2,61.4,Fail,0
Jay Shah 5217,6.8,31.0,Fail,0
Dharaj Sharma 5218,9.2,39.4,Fail,0
Yash Singh 5219,9.0,66.8,Fail,0
Harsh Gupta 5220,4.4,45.3,Fail,0
Kunal Sharma 5221,0.4,42.3,Fail,0
Bhavesh Chauhan 5222,9.5,46.1,Fail,0
Varun Malik 5223,6.6,80.4,Pass,1
Nakul Joshi 5224,5.8,40.8,Fail,0
Palav Yadav 5225,2.2,74.2,Fail,0
Rohan Yadav 5226,5.0,62.2,Fail,0
Smit Yadav 5227,2.5,91.9,Fail,0
Kunal Chauhan 5228,9.5,74.8,Pass,1
Smit Desai 5229,9.0,57.8,Fail,0
Utsav Malik 5230,0.5,42.3,Fail,0
Varun Malik 5231,1.1,64.7,Fail,0
Hash Desai 5232,0.9,66.8,Fail,0
Varun Kapoor 5233,6.5,37.7,Fail,0
Manav Shah 5234,4.7,41.4,Fail,0
Raj Verma 5235,7.8,65.7,Fail,0
Rohan Gupta 5236,6.7,76.5,Pass,1
Smit Malik 5237,7.0,46.2,Fail,0
Vivek Shah 5238,2.5,47.5,Fail,0
Nakul Gupta 5239,6.6,33.1,Fail,0
Miraj Desai 5240,4.8,88.0,Fail,0
Tushar Yadav 5241,7.3,77.5,Pass,1
Varun Desai 5242,1.5,55.2,Fail,0
Raj Patel 5243,8.7,60.8,Fail,0
Vivek Verma 5244,9.5,74.9,Pass,1
Sahil Singh 5245,9.4,69.7,Fail,0
Dev Malik 5246,3.0,39.2,Fail,0
Bhavesh Sharma 5247,6.2,46.9,Fail,0
Hash Kapoor 5248,5.1,54.7,Fail,0
Tushar Malik 5249,7.6,30.7,Fail,0
Kunal Sharma 5250,6.5,91.2,Pass,1
Kunal Chauhan 5251,2.9,59.0,Fail,0
Jay Rana 5252,3.0,87.8,Fail,0
Yash Chauhan 5253,5.3,45.4,Fail,0
Dev Yadav 5254,6.8,37.7,Fail,0
Jay Verma 5255,2.7,43.3,Fail,0
Dev Shah 5256,1.2,50.2,Fail,0
Kunal Rana 5257,2.9,39.2,Fail,0
Dev Agarwal 5258,2.1,84.3,Fail,0
Smit Agarwal 5259,5.2,61.6,Fail,0
Miraj Desai 5260,6.6,79.0,Pass,1
Chirag Agarwal 5261,9.0,72.1,Pass,1
Yash Rana 5262,3.1,51.0,Fail,0
Yash Desai 5263,8.8,74.1,Pass,1
Varun Gupta 5264,2.0,63.2,Fail,0
Manav Malik 5265,9.8,85.1,Pass,1
Vivek Mehta 5266,7.9,90.1,Pass,1
Varun Mehta 5267,2.1,98.6,Fail,0
Jay Patel 5268,9.3,44.4,Fail,0
Amit Kapoor 5269,0.1,58.5,Fail,0
Amit Patel 5270,6.7,83.5,Pass,1
Miraj Agarwal 5271,1.8,38.0,Fail,0
Amit Agarwal 5272,4.4,47.5,Fail,0
Arjun Patel 5273,3.0,68.5,Fail,0
Rohan Verma 5274,9.3,49.7,Fail,0
Nakul Rana 5275,3.1,92.6,Fail,0
Rohan Joshi 5276,7.9,59.2,Fail,0
Nakul Agarwal 5277,6.3,52.5,Fail,0
Ravi Gupta 5278,2.9,35.9,Fail,0
Amit Mehta 5279,1.4,71.3,Fail,0
Utsav Patel 5280,1.6,65.3,Fail,0
Om Kapoor 5281,7.0,49.8,Fail,0
Tushar Chauhan 5282,0.3,47.8,Fail,0
Sumit Mehta 5283,2.5,89.6,Fail,0
Parth Chauhan 5284,1.1,81.2,Fail,0
Arjun Malik 5285,2.8,36.3,Fail,0
Jay Verma 5286,2.4,31.7,Fail,0
Utsav Shah 5287,0.2,96.1,Fail,0
Sahil Joshi 5288,5.1,46.8,Fail,0
Yash Desai 5289,0.6,41.9,Fail,0
Hash Shah 5290,9.1,30.6,Fail,0
Varun Gupta 5291,6.8,98.1,Pass,1
Raj Malik 5292,3.1,90.7,Fail,0
Tushar Chauhan 5293,5.5,73.1,Pass,1
Neel Rana 5294,5.9,42.8,Fail,0
Arjun Yadav 5295,9.8,49.1,Fail,0
Yash Patel 5296,3.4,46.1,Fail,0
Om Agarwal 5297,7.7,85.0,Pass,1
Palav Joshi 5298,5.9,99.4,Pass,1
Amit Singh 5299,8.9,63.6,Fail,0
Neel Chauhan 5300,6.0,56.8,Fail,0
Utsav Malik 5301,6.8,70.7,Pass,1
Vivek Yadav 5302,0.7,85.1,Fail,0
Manav Kapoor 5303,6.2,48.7,Fail,0
Neel Yadav 5304,8.4,56.6,Fail,0
Dev Sharma 5305,8.3,68.1,Fail,0
Sahil Gupta 5306,7.0,93.1,Pass,1
Yash Sharma 5307,1.7,37.6,Fail,0
Sumit Patel 5308,3.2,83.3,Fail,0
Yash Agarwal 5309,5.0,85.0,Pass,1
Dharaj Yadav 5310,0.7,73.4,Fail,0
Yash Rana 5311,7.0,48.0,Fail,0
Kunal Joshi 5312,9.7,85.7,Pass,1
Kunal Agarwal 5313,2.2,90.5,Fail,0
Rahul Mehta 5314,1.5,50.9,Fail,0
Palav Agarwal 5315,7.5,73.2,Pass,1
Jay Desai 5316,3.6,89.8,Fail,0
Ansh Verma 5317,8.1,37.0,Fail,0
Hash Gupta 5318,5.6,93.8,Pass,1
Sahil Agarwal 5319,3.8,68.2,Fail,0
Varun Agarwal 5320,5.0,36.3,Fail,0
Nakul Patel 5321,5.5,96.0,Pass,1
Hash Desai 5322,2.6,52.3,Fail,0
Smit Yadav 5323,3.3,37.7,Fail,0
Sumit Desai 5324,7.4,38.0,Fail,0
Tushar Mehta 5325,0.7,51.8,Fail,0
Harsh Joshi 5326,6.5,47.4,Fail,0
Amit Rana 5327,0.9,33.4,Fail,0
Sahil Verma 5328,5.8,91.9,Pass,1
Dharaj Singh 5329,5.8,47.9,Fail,0
Yash Gupta 5330,3.9,72.0,Fail,0
Rahul Patel 5331,4.6,32.5,Fail,0
Ansh Joshi 5332,2.9,49.0,Fail,0
Om Mehta 5333,2.8,74.0,Fail,0
Vivek Gupta 5334,0.9,96.6,Fail,0
Ansh Sharma 5335,8.2,53.0,Fail,0
Miraj Singh 5336,5.4,36.4,Fail,0
Sahil Rana 5337,4.5,72.7,Fail,0
Dev Joshi 5338,5.5,52.9,Fail,0
Om Desai 5339,2.9,35.6,Fail,0
Amit Yadav 5340,3.6,43.8,Fail,0
Hash Shah 5341,6.6,40.4,Fail,0
Jay Gupta 5342,1.0,52.9,Fail,0
Nakul Singh 5343,4.0,82.2,Fail,0
Miraj Sharma 5344,9.2,77.7,Pass,1
Ansh Shah 5345,0.3,77.9,Fail,0
Neel Kapoor 5346,8.1,49.2,Fail,0
Raj Singh 5347,6.3,52.3,Fail,0
Miraj Yadav 5348,1.9,40.5,Fail,0
Dev Chauhan 5349,8.6,92.7,Pass,1
Nakul Desai 5350,9.9,87.2,Pass,1
Kunal Desai 5351,6.8,81.3,Pass,1
Harsh Verma 5352,4.3,38.9,Fail,0
Manav Shah 5353,0.5,48.7,Fail,0
Parth Verma 5354,0.5,80.4,Fail,0
Sumit Patel 5355,3.4,86.7,Fail,0
Miraj Yadav 5356,2.7,56.6,Fail,0
Bhavesh Singh 5357,9.7,55.2,Fail,0
Bhavesh Yadav 5358,8.1,83.4,Pass,1
Rohan Agarwal 5359,8.9,65.4,Fail,0
Parth Gupta 5360,5.5,69.7,Fail,0
Dharaj Sharma 5361,7.9,89.1,Pass,1
Jay Joshi 5362,8.7,88.6,Pass,1
Tushar Singh 5363,6.4,98.5,Pass,1
Ravi Patel 5364,2.8,48.9,Fail,0
Neel Desai 5365,6.0,60.1,Fail,0
Rohan Yadav 5366,2.7,36.5,Fail,0
Hash Verma 5367,8.6,44.1,Fail,0
Manav Singh 5368,8.3,46.8,Fail,0
Utsav Malik 5369,6.3,96.8,Pass,1
Arjun Verma 5370,2.4,47.1,Fail,0
Jay Kapoor 5371,9.7,74.9,Pass,1
Amit Shah 5372,2.5,73.8,Fail,0
Kunal Joshi 5373,4.1,76.1,Fail,0
Smit Desai 5374,3.7,72.1,Fail,0
Dharaj Rana 5375,8.5,52.7,Fail,0
Manav Malik 5376,6.3,57.1,Fail,0
Yash Joshi 5377,4.1,56.0,Fail,0
Raj Mehta 5378,0.3,84.1,Fail,0
Ravi Yadav 5379,8.8,58.5,Fail,0
Jay Mehta 5380,1.8,58.2,Fail,0
Manav Sharma 5381,6.8,46.3,Fail,0
Rohan Yadav 5382,5.2,95.4,Pass,1
Manav Shah 5383,2.3,79.6,Fail,0
Sahil Desai 5384,5.6,36.4,Fail,0
Sahil Rana 5385,3.1,42.8,Fail,0
Ravi Sharma 5386,1.6,72.3,Fail,0
Smit Verma 5387,6.0,73.2,Pass,1
Ansh Verma 5388,9.7,98.8,Pass,1
Amit Verma 5389,3.0,96.9,Fail,0
Dharaj Chauhan 5390,4.2,87.5,Fail,0
Arjun Rana 5391,9.5,40.9,Fail,0
Smit Patel 5392,4.6,98.0,Fail,0
Yash Chauhan 5393,7.8,41.0,Fail,0
Smit Desai 5394,4.9,87.7,Fail,0
Nakul Singh 5395,4.5,33.4,Fail,0
Hash Joshi 5396,7.3,66.1,Fail,0
Nakul Patel 5397,6.9,31.5,Fail,0
Vivek Mehta 5398,7.1,64.6,Fail,0
Ansh Sharma 5399,3.3,69.1,Fail,0
Sumit Joshi 5400,5.3,90.1,Pass,1
Dharaj Sharma 5401,3.5,54.0,Fail,0
Chirag Mehta 5402,1.1,53.5,Fail,0
Kunal Shah 5403,10.0,43.5,Fail,0
Nakul Shah 5404,7.3,58.7,Fail,0
Raj Shah 5405,3.2,38.6,Fail,0
Jay Kapoor 5406,2.4,69.6,Fail,0
Smit Rana 5407,1.8,80.8,Fail,0
Hash Agarwal 5408,2.6,61.8,Fail,0
Arjun Yadav 5409,9.9,73.9,Pass,1
Harsh Verma 5410,1.2,39.1,Fail,0
Om Patel 5411,6.3,70.3,Pass,1
Neel Shah 5412,7.6,92.6,Pass,1
Manav Joshi 5413,1.3,89.3,Fail,0
Dev Patel 5414,5.7,71.1,Pass,1
Sahil Agarwal 5415,9.2,52.9,Fail,0
Varun Kapoor 5416,0.8,38.5,Fail,0
Hash Shah 5417,0.3,45.3,Fail,0
Ansh Rana 5418,7.4,55.9,Fail,0
Kunal Joshi 5419,2.0,33.0,Fail,0
Yash Chauhan 5420,9.9,86.9,Pass,1
Chirag Kapoor 5421,8.6,80.7,Pass,1
Manav Gupta 5422,0.1,96.4,Fail,0
Utsav Agarwal 5423,5.8,47.2,Fail,0
Nakul Patel 5424,4.8,46.4,Fail,0
Om Chauhan 5425,2.8,67.9,Fail,0
Manav Joshi 5426,7.9,32.7,Fail,0
Palav Rana 5427,8.3,74.1,Pass,1
Jay Patel 5428,2.8,54.3,Fail,0
Vivek Desai 5429,4.9,33.3,Fail,0
Smit Malik 5430,9.9,52.4,Fail,0
Dev Rana 5431,5.8,39.4,Fail,0
Ansh Mehta 5432,6.9,87.1,Pass,1
Rahul Kapoor 5433,2.1,49.6,Fail,0
Sahil Malik 5434,0.6,69.9,Fail,0
Kunal Agarwal 5435,6.4,53.2,Fail,0
Dharaj Desai 5436,10.0,44.6,Fail,0
Amit Kapoor 5437,8.1,99.0,Pass,1
Palav Mehta 5438,1.7,43.3,Fail,0
Kunal Gupta 5439,5.7,65.9,Fail,0
Vivek Joshi 5440,6.4,84.3,Pass,1
Amit Chauhan 5441,0.7,83.6,Fail,0
Rohan Verma 5442,9.1,38.6,Fail,0
Hash Agarwal 5443,1.2,50.9,Fail,0
Chirag Shah 5444,9.3,87.3,Pass,1
Dharaj Shah 5445,1.0,60.8,Fail,0
Dev Shah 5446,4.1,83.7,Fail,0
Dharaj Malik 5447,10.0,97.8,Pass,1
Rohan Gupta 5448,8.6,82.3,Pass,1
Vivek Patel 5449,7.9,44.6,Fail,0
Kunal Patel 5450,9.9,49.6,Fail,0
Tushar Joshi 5451,0.0,47.2,Fail,0
Rahul Malik 5452,0.8,62.1,Fail,0
Palav Yadav 5453,0.6,56.3,Fail,0
Arjun Patel 5454,9.5,38.3,Fail,0
Harsh Yadav 5455,7.5,91.0,Pass,1
Yash Gupta 5456,0.4,71.5,Fail,0
Miraj Shah 5457,0.9,58.1,Fail,0
Hash Singh 5458,9.8,74.0,Pass,1
Varun Sharma 5459,3.1,34.0,Fail,0
Vivek Mehta 5460,1.3,36.2,Fail,0
Neel Joshi 5461,5.4,58.4,Fail,0
Raj Mehta 5462,8.5,41.2,Fail,0
Palav Rana 5463,2.8,68.0,Fail,0
Harsh Agarwal 5464,2.6,43.8,Fail,0
Hash Yadav 5465,4.1,86.5,Fail,0
Dharaj Shah 5466,2.4,77.0,Fail,0
Sahil Rana 5467,8.0,95.7,Pass,1
Dharaj Malik 5468,9.1,55.3,Fail,0
Varun Chauhan 5469,8.0,37.6,Fail,0
Chirag Verma 5470,9.5,68.0,Fail,0
Hash Chauhan 5471,5.0,78.4,Pass,1
Raj Gupta 5472,1.5,50.9,Fail,0
Palav Patel 5473,4.7,84.3,Fail,0
Parth Mehta 5474,6.2,90.6,Pass,1
Ansh Shah 5475,5.5,63.3,Fail,0
Bhavesh Desai 5476,2.3,66.0,Fail,0
Dev Singh 5477,4.7,50.0,Fail,0
Utsav Mehta 5478,4.0,96.6,Fail,0
Ravi Rana 5479,7.1,84.7,Pass,1
Palav Malik 5480,3.0,72.8,Fail,0
Hash Desai 5481,5.4,41.8,Fail,0
Jay Shah 5482,6.2,42.9,Fail,0
Ansh Patel 5483,6.8,90.1,Pass,1
Dev Agarwal 5484,2.2,93.0,Fail,0
Nakul Verma 5485,7.8,67.8,Fail,0
Dharaj Mehta 5486,9.3,44.3,Fail,0
Utsav Sharma 5487,2.9,67.7,Fail,0
Hash Rana 5488,7.5,67.8,Fail,0
Palav Rana 5489,5.2,76.2,Pass,1
Dharaj Verma 5490,1.1,95.5,Fail,0
Tushar Chauhan 5491,6.4,82.2,Pass,1
Utsav Singh 5492,7.4,61.4,Fail,0
Dev Gupta 5493,0.4,56.5,Fail,0
Rahul Yadav 5494,9.4,60.4,Fail,0
Rohan Patel 5495,2.9,69.0,Fail,0
Sahil Rana 5496,5.4,73.1,Pass,1
Miraj Agarwal 5497,8.7,52.6,Fail,0
Bhavesh Verma 5498,7.8,44.7,Fail,0
Chirag Malik 5499,8.0,54.7,Fail,0
Hash Yadav 5500,4.5,88.9,Fail,0
Palav Gupta 5501,8.6,53.0,Fail,0
Smit Desai 5502,4.5,61.1,Fail,0
Sahil Gupta 5503,5.8,78.1,Pass,1
Chirag Sharma 5504,9.2,40.8,Fail,0
Hash Verma 5505,9.7,93.3,Pass,1
Rahul Verma 5506,1.0,73.6,Fail,0
Miraj Rana 5507,2.7,68.2,Fail,0
Amit Mehta 5508,1.4,33.0,Fail,0
Chirag Agarwal 5509,7.3,37.5,Fail,0
Palav Patel 5510,4.1,71.8,Fail,0
Hash Joshi 5511,4.6,60.8,Fail,0
Kunal Mehta 5512,3.7,81.1,Fail,0
Harsh Joshi 5513,6.1,98.4,Pass,1
Parth Shah 5514,7.1,31.6,Fail,0
Sumit Rana 5515,2.4,88.1,Fail,0
Parth Singh 5516,9.0,97.4,Pass,1
Ravi Patel 5517,4.9,66.8,Fail,0
Rahul Singh 5518,0.6,82.5,Fail,0
Nakul Verma 5519,5.9,80.8,Pass,1
Dharaj Chauhan 5520,4.4,64.5,Fail,0
Chirag Chauhan 5521,0.5,88.4,Fail,0
Manav Malik 5522,6.0,89.2,Pass,1
Ravi Joshi 5523,2.9,31.8,Fail,0
Dev Kapoor 5524,8.6,55.8,Fail,0
Utsav Agarwal 5525,7.3,74.7,Pass,1
Miraj Mehta 5526,0.9,81.8,Fail,0
Dharaj Patel 5527,7.8,44.6,Fail,0
Ansh Desai 5528,2.2,56.8,Fail,0
Varun Mehta 5529,9.3,43.1,Fail,0
Om Joshi 5530,2.8,51.1,Fail,0
Arjun Gupta 5531,6.6,70.0,Pass,1
Chirag Chauhan 5532,9.5,53.4,Fail,0
Raj Desai 5533,2.0,77.4,Fail,0
Manav Desai 5534,6.6,71.0,Pass,1
Ravi Patel 5535,6.6,35.4,Fail,0
Chirag Malik 5536,6.0,81.8,Pass,1
Sumit Kapoor 5537,7.8,80.9,Pass,1
Tushar Shah 5538,3.1,48.0,Fail,0
Parth Desai 5539,3.0,89.4,Fail,0
Dev Mehta 5540,6.2,67.7,Fail,0
Utsav Kapoor 5541,6.1,54.4,Fail,0
Jay Rana 5542,9.6,68.5,Fail,0
Bhavesh Chauhan 5543,7.1,54.8,Fail,0
Dharaj Joshi 5544,1.5,66.8,Fail,0
Dev Chauhan 5545,5.0,52.9,Fail,0
Palav Mehta 5546,9.0,94.0,Pass,1
Chirag Yadav 5547,4.3,53.5,Fail,0
Rahul Desai 5548,7.0,69.1,Fail,0
Raj Agarwal 5549,4.7,43.1,Fail,0
Ansh Joshi 5550,8.9,46.1,Fail,0
Rahul Chauhan 5551,5.8,72.8,Pass,1
Jay Agarwal 5552,9.9,39.0,Fail,0
Bhavesh Kapoor 5553,4.8,41.5,Fail,0
Manav Verma 5554,2.4,53.1,Fail,0
Varun Gupta 5555,6.7,69.7,Fail,0
Harsh Rana 5556,7.4,47.9,Fail,0
Palav Verma 5557,5.3,53.2,Fail,0
Ravi Shah 5558,2.0,57.6,Fail,0
Rohan Chauhan 5559,6.5,51.8,Fail,0
Sumit Joshi 5560,2.5,62.9,Fail,0
Sumit Verma 5561,7.9,68.1,Fail,0
Miraj Malik 5562,4.4,37.7,Fail,0
Utsav Chauhan 5563,6.9,41.5,Fail,0
Om Malik 5564,0.8,95.3,Fail,0
Raj Sharma 5565,3.8,87.5,Fail,0
Bhavesh Desai 5566,9.5,78.7,Pass,1
Sahil Shah 5567,0.4,79.9,Fail,0
Nakul Kapoor 5568,5.5,46.0,Fail,0
Dev Rana 5569,5.3,60.7,Fail,0
Dev Chauhan 5570,7.3,34.0,Fail,0
Arjun Chauhan 5571,3.9,78.9,Fail,0
Rohan Agarwal 5572,0.2,67.9,Fail,0
Ravi Verma 5573,2.8,62.6,Fail,0
Tushar Malik 5574,3.1,65.5,Fail,0
Chirag Sharma 5575,3.7,78.2,Fail,0
Vivek Chauhan 5576,7.8,67.1,Fail,0
Varun Desai 5577,4.5,79.3,Fail,0
Neel Agarwal 5578,8.0,71.9,Pass,1
Manav Yadav 5579,3.2,56.4,Fail,0
Harsh Yadav 5580,7.2,91.5,Pass,1
Om Agarwal 5581,2.9,86.4,Fail,0
Om Chauhan 5582,8.7,82.4,Pass,1
Ravi Malik 5583,2.9,93.8,Fail,0
Ansh Sharma 5584,1.7,82.7,Fail,0
Nakul Malik 5585,7.2,72.7,Pass,1
Ansh Gupta 5586,0.9,38.1,Fail,0
Nakul Joshi 5587,3.1,95.1,Fail,0
Miraj Patel 5588,6.8,38.5,Fail,0
Tushar Malik 5589,7.9,99.4,Pass,1
Nakul Agarwal 5590,6.8,53.9,Fail,0
Rohan Verma 5591,5.0,55.9,Fail,0
Manav Desai 5592,9.2,57.9,Fail,0
Palav Patel 5593,9.6,80.5,Pass,1
Amit Sharma 5594,4.6,67.5,Fail,0
Om Kapoor 5595,7.3,74.8,Pass,1
Palav Chauhan 5596,7.4,43.2,Fail,0
Parth Malik 5597,1.1,83.6,Fail,0
Nakul Yadav 5598,9.0,62.7,Fail,0
Kunal Chauhan 5599,6.5,39.1,Fail,0
Sumit Joshi 5600,7.0,76.1,Pass,1
Rohan Shah 5601,1.2,60.3,Fail,0
Jay Verma 5602,0.1,49.2,Fail,0
Smit Verma 5603,3.4,57.6,Fail,0
Om Gupta 5604,5.4,57.2,Fail,0
